Rarity	Base	STR	DEX	INT	R	G	B
Normal	Field Lamellar	53	53	0	2	0	0
Normal	Battle Sword	83	70	0	1	1	0
Normal	Spiked Round Shield	58	58	0	1	2	0
Normal	Baselard	72	72	0	1	0	1
Normal	Decorative Axe	80	23	0	1	0	0
Normal	Superior Crystal Sceptre	59	0	85	1	0	2
Normal	Spectral Axe	85	37	0	3	0	0
Normal	Spectral Sword	57	57	0	1	1	0
Normal	Footman Sword	57	83	0	2	2	0
Normal	Jasper Chopper	100	29	0	1	0	1
Normal	Timber Axe	97	45	0	3	0	0
Normal	Ornate Sword	45	54	0	2	1	0
Normal	Military Staff	78	0	78	1	0	3
Normal	Double Axe	62	27	0	2	0	0
Normal	Shadow Axe	80	37	0	2	1	0
Magic	Woodful Staff of Calm	65	0	65	0	1	2
Magic	Wicked Driftwood Wand of Fury	0	0	0	1	0	2
Magic	Boot Blade of the Mongoose	0	63	90	1	2	0
Normal	Royal Skean	0	71	102	0	2	1
Normal	Boot Blade	0	63	90	2	0	1
Normal	Wyrmscale Gauntlets	38	38	0	2	2	0
Normal	Ambush Mitts	0	35	35	0	2	0
Normal	Serpentscale Boots	40	40	0	1	2	0
Normal	Superior Ambush Boots	0	45	45	0	2	0
Normal	Fencer Helm	49	49	0	0	2	0
Normal	Zealot Boots	38	0	38	0	0	1
Normal	Serpentscale Boots	40	40	0	0	1	0
Normal	Secutor Helm	42	42	0	3	1	0
Normal	Gut Ripper	0	80	80	0	1	1
Normal	Superior Prehistoric Claw	0	69	100	0	0	1
Normal	Tiger's Paw	0	88	61	0	1	2
Normal	Zealot Gloves	34	0	34	0	0	3
Normal	Clasped Boots	0	27	27	0	3	1
Normal	Soldier Boots	47	0	47	0	0	1
Magic	Burning Mesh Gloves	26	0	26	1	0	1
Normal	Commander's Brigandine	73	73	0	2	1	0
Normal	Crimson Raiment	0	71	71	1	0	0
Magic	Rhino's Scarlet Round Shield of the Brute	37	37	0	0	1	0
Magic	Oyster's Ornate Ringmail of the Kiln	69	0	69	0	0	1
Normal	Commander's Brigandine	73	73	0	1	1	1
Normal	Wyrmscale Doublet	57	57	0	0	2	0
Normal	Commander's Brigandine	73	73	0	2	0	0
Normal	Graceful Sword	78	94	0	0	3	0
Normal	Crystal Sceptre	59	0	85	1	0	0
Normal	Chest Splitter	105	60	0	1	0	1
Magic	Ancient Sword of the Boxer	44	44	0	2	1	0
Magic	Graceful Sword of Venom	78	94	0	2	0	0
Normal	Highland Blade	77	77	0	0	2	0
Normal	Footman Sword	57	83	0	0	1	1
Normal	Engraved Greatsword	91	76	0	0	1	1
Normal	Highland Blade	77	77	0	1	0	2
Normal	Engraved Greatsword	91	76	0	0	0	1
Normal	Serpentine Staff	85	0	85	3	0	0
Normal	Fiend Dagger	0	58	123	0	1	1
Magic	Gleaming Royal Skean of Stunning	0	71	102	0	1	1
Normal	Fiend Dagger	0	58	123	1	0	1
Magic	Golden Kris of Poison	0	51	110	0	2	1
Normal	Soldier Gloves	40	0	40	1	1	2
Normal	Fencer Helm	49	49	0	1	0	0
Normal	Fencer Helm	49	49	0	1	3	0
Normal	Superior Serpentscale Gauntlets	34	34	0	0	2	0
Normal	Visored Sallet	28	28	0	0	0	1
Normal	Festival Mask	0	33	33	1	2	1
Normal	Steelscale Boots	35	35	0	3	1	0
Normal	Superior Prehistoric Claw	0	69	100	0	0	3
Normal	Eagle Claw	0	94	94	0	0	1
Normal	Superior Eagle Claw	0	94	94	0	0	2
Normal	Eagle Claw	0	94	94	0	1	1
Normal	Devout Chainmail	80	0	80	0	0	1
Normal	Full Wyrmscale	68	68	0	3	1	0
Normal	Baroque Round Shield	70	70	0	1	0	0
Normal	Baroque Round Shield	70	70	0	0	1	0
Normal	Hussar Brigandine	62	62	0	0	3	0
Normal	Devout Chainmail	80	0	80	1	0	1
Normal	Wyrmscale Doublet	57	57	0	2	1	0
Normal	Commander's Brigandine	73	73	0	2	0	0
Normal	Abyssal Sceptre	83	0	99	2	0	1
Normal	Laminated Kite Shield	64	0	64	0	0	2
Normal	Crystal Sceptre	59	0	85	1	0	1
Normal	Superior Royal Sceptre	86	0	86	1	0	2
Normal	Superior Twilight Blade	91	91	0	0	1	1
Normal	War Axe	106	49	0	1	0	1
Normal	Superior Noble Axe	113	65	0	2	0	0
Normal	Foul Staff	94	0	94	0	0	4
Normal	Lead Sceptre	77	0	77	0	0	1
Normal	Foul Staff	94	0	94	0	0	1
Normal	Abyssal Axe	128	60	0	0	1	0
Normal	Corsair Sword	81	117	0	0	2	0
Normal	Gutting Knife	0	113	78	0	0	1
Normal	Gutting Knife	0	113	78	0	1	0
Normal	Corsair Sword	81	117	0	0	3	0
Normal	Gutting Knife	0	113	78	0	3	0
Normal	Slaughter Knife	0	81	117	0	0	3
Normal	Bronzescale Boots	30	30	0	1	0	0
Normal	Ambush Mitts	0	35	35	0	1	0
Normal	Clasped Boots	0	27	27	1	2	0
Normal	Legion Boots	54	0	54	1	0	1
Normal	Hydrascale Boots	56	56	0	0	0	1
Normal	Aventail Helmet	42	0	42	0	0	1
Magic	Djinn's Aventail Helmet	42	0	42	2	0	0
Magic	Athlete's Carnal Boots of the Pupil	0	52	52	0	2	2
Normal	Sovereign Spiked Shield	0	70	70	1	0	1
Normal	Throat Stabber	0	113	113	0	0	2
Normal	Eagle Claw	0	94	94	0	1	1
Normal	Eagle Claw	0	94	94	0	1	2
Normal	Great White Claw	0	81	117	0	1	1
Normal	Lacquered Garb	0	76	76	0	0	2
Normal	Commander's Brigandine	73	73	0	1	1	0
Normal	Devout Chainmail	80	0	80	0	0	1
Normal	Sentinel Jacket	0	86	86	0	1	1
Normal	Sentinel Jacket	0	86	86	0	0	3
Normal	Dragonscale Doublet	83	83	0	2	2	0
Normal	Royal Sceptre	86	0	86	3	0	0
Normal	Karui Axe	132	62	0	0	2	0
Magic	Highborn Staff of Puncturing	89	0	89	1	0	1
Normal	Vile Staff	59	0	59	1	1	1
Normal	War Axe	106	49	0	1	1	0
Normal	Superior Reaver Sword	82	119	0	0	1	0
Normal	Superior Engraved Greatsword	91	76	0	1	1	1
Normal	Karui Chopper	151	43	0	3	0	0
Normal	Wraith Sword	93	93	0	2	0	0
Normal	Military Staff	78	0	78	2	0	0
Normal	Corsair Sword	81	117	0	0	2	0
Normal	Corsair Sword	81	117	0	1	0	0
Magic	Assassin's Mitts of the Augur	0	45	45	0	1	0
Normal	Legion Gloves	44	0	44	1	0	2
Normal	Dragonscale Boots	62	62	0	1	0	0
Normal	Carnal Boots	0	52	52	0	2	0
Normal	Harlequin Mask	0	64	64	0	1	0
Normal	Crypt Armour	0	82	82	0	0	3
Normal	Eagle Claw	0	94	94	0	2	0
Normal	Eye Gouger	0	113	113	0	1	0
Magic	Fawn's Battle Lamellar of the Lizard	79	79	0	0	1	0
Normal	Dragonscale Doublet	83	83	0	1	1	0
Normal	Saint's Hauberk	109	0	94	2	0	0
Normal	Chain Hauberk	75	0	75	2	0	1
Normal	Devout Chainmail	80	0	80	0	0	2
Magic	Remora's Royal Axe of the Wrestler	167	57	0	1	2	0
Magic	Gleaming Royal Axe	167	57	0	1	2	0
Normal	Spiked Round Shield	58	58	0	1	1	0
Normal	Wraith Sword	93	93	0	1	1	0
Normal	Wraith Axe	134	59	0	1	0	0
Normal	Karui Axe	132	62	0	3	0	0
Normal	Superior Wraith Sword	93	93	0	1	1	0
Normal	Headman's Sword	106	89	0	1	1	1
Normal	Superior Vaal Axe	158	76	0	2	1	0
Magic	Winterbringer's Imperial Staff of Steadiness	113	0	113	1	0	1
Normal	Primordial Staff	99	0	99	1	0	1
Normal	Ezomyte Axe	140	86	0	0	2	0
Normal	Karui Chopper	151	43	0	1	2	0
Normal	Noble Axe	113	65	0	3	0	0
Normal	Noble Axe	113	65	0	1	0	0
Normal	Abyssal Axe	128	60	0	2	0	0
Normal	Karui Chopper	151	43	0	0	1	0
Normal	Ezomyte Staff	113	0	113	0	0	1
Normal	Fiend Dagger	0	58	123	0	1	1
Normal	Gutting Knife	0	113	78	0	2	0
Magic	Ethereal Ambush Mitts of the Inuit	0	35	35	1	0	2
Normal	Hydrascale Gauntlets	45	45	0	0	2	0
Normal	Zealot Helmet	50	0	50	2	0	0
Normal	Zealot Helmet	50	0	50	3	0	1
Normal	Secutor Helm	42	42	0	1	0	0
Normal	Superior Prehistoric Claw	0	69	100	0	2	1
Normal	Nightmare Bascinet	62	85	0	1	0	1
Normal	Eagle Claw	0	94	94	0	2	0
Normal	Throat Stabber	0	113	113	1	1	0
Normal	Crypt Armour	0	82	82	0	1	1
Normal	Full Chainmail	48	0	48	1	1	1
Normal	Loricated Ringmail	84	0	84	0	3	0
Normal	Etched Kite Shield	52	0	52	1	0	2
Normal	Vaal Sceptre	113	0	113	0	0	3
Normal	Lead Sceptre	77	0	77	2	0	1
Normal	Karui Sceptre	96	0	96	2	0	0
Magic	Stalwart Latticed Ringmail of the Worthy	48	0	48	2	0	1
Normal	Devout Chainmail	80	0	80	0	1	1
Normal	Tyrant's Sekhem	99	0	99	0	1	1
Normal	Branded Kite Shield	76	0	76	3	0	0
Normal	Elder Sword	81	81	0	1	0	1
Normal	Infernal Axe	158	76	0	3	0	0
Normal	Twilight Blade	91	91	0	1	2	0
Normal	Wraith Axe	134	59	0	2	0	0
Normal	Siege Axe	119	82	0	2	0	0
Normal	Ceremonial Axe	134	39	0	2	0	0
Normal	Reaver Sword	82	119	0	1	1	0
Normal	Imperial Staff	113	0	113	1	0	3
Normal	Lathi	113	0	113	2	0	1
Magic	Labrys of Victory	122	53	0	1	1	0
Normal	Ezomyte Staff	113	0	113	1	0	0
Normal	Superior Gemstone Sword	96	96	0	1	1	0
Magic	Demon Dagger of the Student	0	76	149	1	1	1
Normal	Slaughter Knife	0	81	117	1	0	2
Normal	Slaughter Knife	0	81	117	0	2	0
Normal	Imperial Skean	0	95	131	1	1	1
Magic	Bronzescale Gauntlets of the Seal	22	22	0	0	1	0
Normal	Superior Legion Gloves	44	0	44	1	0	0
Normal	Superior Slaughter Knife	0	81	117	0	0	2
Normal	Hydrascale Boots	56	56	0	0	2	0
Normal	Hydrascale Boots	56	56	0	1	1	1
Normal	Hydrascale Boots	56	56	0	1	0	0
Normal	Hydrascale Boots	56	56	0	1	0	0
Normal	Wyrmscale Boots	48	48	0	0	3	0
Normal	Steelscale Boots	35	35	0	0	1	1
Normal	Golden Mask	0	40	40	1	1	1
Normal	Great Crown	59	0	59	1	1	0
Normal	Eagle Claw	0	94	94	0	1	2
Normal	Commander's Brigandine	73	73	0	1	2	0
Normal	Loricated Ringmail	84	0	84	2	0	0
Normal	Crypt Armour	0	82	82	0	1	1
Normal	Chain Hauberk	75	0	75	0	0	1
Normal	Field Lamellar	53	53	0	0	2	0
Magic	Beetle's Full Dragonscale of Dampening	115	94	0	2	2	0
Magic	Spiny Quilted Jacket	0	60	60	0	1	1
Normal	Wrist Chopper	112	32	0	2	1	0
Magic	Polar Wraith Sword of Restoration	93	93	0	0	1	1
Normal	Karui Axe	132	62	0	0	2	0
Normal	Lathi	113	0	113	2	0	1
Normal	Crystal Sceptre	59	0	85	0	0	3
Normal	Superior Tyrant's Sekhem	99	0	99	1	0	0
Normal	Reaver Sword	82	119	0	2	2	0
Normal	Highborn Staff	89	0	89	1	0	1
Normal	Despot Axe	140	86	0	2	1	0
Normal	Driftwood Wand	0	0	0	0	0	2
Normal	Driftwood Wand	0	0	0	1	1	1
Magic	Smouldering Driftwood Wand of Embers	0	0	0	0	0	1
Normal	Driftwood Wand	0	0	0	0	0	3
Normal	Rusted Hatchet	0	0	0	1	1	0
Normal	Sabre	18	26	0	1	1	0
Normal	Superior Carving Knife	0	18	26	1	1	1
Normal	Driftwood Sceptre	0	0	0	0	1	1
Normal	Gnarled Branch	0	0	0	1	1	1
Normal	Copper Sword	0	0	0	1	1	0
Magic	Gnarled Branch of the Salamander	0	0	0	1	0	1
Normal	Chain Boots	0	0	0	2	1	0
Normal	Plague Mask	0	0	0	0	0	1
Normal	Plague Mask	0	0	0	0	2	0
Normal	Soldier Helmet	16	0	16	2	0	1
Normal	Plague Mask	0	0	0	1	0	1
Magic	Agile Leather Cap of the Squall	0	0	0	0	2	1
Magic	Humming Awl of the Mongoose	0	25	25	0	1	1
Normal	Padded Vest	0	0	0	1	1	1
Normal	Oiled Vest	0	17	17	1	1	0
Magic	Heated Nailed Fist	0	0	0	0	1	1
Magic	Beetle's Light Brigandine of the Newt	16	16	0	2	0	1
Magic	Healthy Chainmail Vest of the Whelpling	0	0	0	0	0	2
Normal	Scale Vest	0	0	0	1	1	0
Normal	Fir Round Shield	19	19	0	0	2	0
Normal	Bronze Sceptre	22	0	22	0	1	1
Normal	Darkwood Sceptre	0	0	0	1	0	2
Normal	Boarding Axe	28	19	0	2	0	0
Normal	Boarding Axe	28	19	0	0	2	0
Normal	Long Staff	27	0	27	1	0	1
Normal	Superior Bastard Sword	21	30	0	1	1	1
Normal	Woodsplitter	36	17	0	0	1	1
Magic	Burnished Woodsplitter of the Pugilist	36	17	0	0	2	0
Magic	Journeyman's Bastard Sword of Steadiness	21	30	0	1	0	0
Normal	Bastard Sword	21	30	0	0	3	0
Normal	Bastard Sword	21	30	0	0	0	2
Normal	Woodsplitter	36	17	0	1	1	0
Normal	Longsword	20	17	0	1	0	0
Magic	Beryl Long Staff of Impact	27	0	27	1	0	2
Normal	Long Staff	27	0	27	0	0	1
Normal	Sabre	18	26	0	1	2	0
Normal	Carving Knife	0	18	26	0	1	2
Normal	Stiletto	0	30	30	0	1	0
Normal	Boot Knife	0	31	45	1	0	1
Normal	Wrapped Mitts	0	0	0	0	1	1
Magic	Cobalt Great Helmet of the Pupil	27	0	27	1	1	1
Normal	Great Helmet	27	0	27	0	1	1
Normal	Spiked Bundle	0	0	0	0	1	0
Normal	Superior Vine Circlet	0	0	0	0	1	2
Normal	Superior Blinder	0	41	41	0	2	0
Normal	Cat's Paw	0	39	27	1	1	0
Normal	Oiled Coat	0	35	35	1	0	0
Normal	Ringmail Coat	28	0	28	1	0	2
Normal	Oiled Coat	0	35	35	0	0	2
Normal	Chainmail Doublet	34	0	34	0	0	2
Normal	War Sword	41	35	0	2	1	0
Normal	Iron Sceptre	38	0	38	1	1	0
Normal	Reinforced Kite Shield	28	0	28	1	0	0
Normal	Broad Sword	30	30	0	0	3	0
Normal	Plank Kite Shield	0	0	0	0	1	2
Normal	Iron Sceptre	38	0	38	1	0	1
Normal	Iron Sceptre	38	0	38	1	0	2
Normal	Iron Sceptre	38	0	38	0	0	1
Magic	Heated War Sword of the Cloud	41	35	0	1	2	0
Normal	Poleaxe	44	25	0	1	0	0
Normal	Superior Iron Staff	35	0	35	1	1	0
Normal	Coiled Staff	43	0	43	3	0	0
Normal	Etched Greatsword	45	38	0	1	0	1
Magic	Imp Dagger of Poisoning	0	36	78	0	1	0
Magic	Beryl Skean of Calm	0	42	60	0	1	0
Magic	Smoking Imp Dagger	0	36	78	0	0	2
Normal	Clasped Mitts	0	25	25	0	2	2
Magic	Bronzescale Boots of the Lynx	30	30	0	2	1	1
Normal	Wool Shoes	0	0	0	0	1	0
Normal	Superior Crusader Helmet	36	0	36	1	0	0
Normal	Plague Mask	0	0	0	0	1	1
Normal	Superior Gilded Sallet	38	38	0	1	0	0
Normal	Gilded Sallet	38	38	0	0	1	0
Normal	Gilded Sallet	38	38	0	1	0	0
Magic	Spiny Visored Sallet of Calm	28	28	0	0	0	1
Normal	Vine Circlet	0	0	0	0	0	1
Normal	Sallet	18	18	0	0	1	0
Normal	Ornate Spiked Shield	0	44	44	0	0	2
Normal	Burnished Spiked Shield	0	37	37	0	1	0
Normal	Superior Cat's Paw	0	39	27	1	1	1
Normal	Superior Sparkling Claw	0	64	44	0	1	1
Normal	Alloyed Spiked Shield	0	28	28	0	3	0
Normal	Alloyed Spiked Shield	0	28	28	1	0	0
Normal	Sparkling Claw	0	64	44	0	1	1
Normal	Scarlet Raiment	0	43	43	1	1	1
Normal	Scarlet Raiment	0	43	43	0	0	2
Magic	Shadow Sceptre of the Wrestler	52	0	62	0	0	2
Magic	Splendid Round Shield of the Mongoose	44	44	0	1	2	0
Normal	Full Scale Armour	43	43	0	0	0	1
Magic	Studded Round Shield of the Crystal	28	28	0	1	2	0
Normal	Superior Ritual Sceptre	51	0	51	1	0	0
Normal	Chainmail Doublet	34	0	34	0	0	1
Normal	Superior Full Chainmail	48	0	48	0	0	2
Normal	Shadow Sceptre	52	0	62	0	1	1
Normal	Superior Spectral Sword	57	57	0	1	2	0
Normal	Dusk Blade	57	57	0	1	1	1
Normal	Iron Sceptre	38	0	38	1	0	0
Normal	Poleaxe	44	25	0	2	0	0
Normal	Gilded Axe	64	37	0	0	2	0
Magic	Vile Staff of Excitement	59	0	59	1	0	1
Magic	Spectral Sword of Stinging	57	57	0	1	2	0
Normal	Spectral Sword	57	57	0	2	1	0
Normal	Superior Shadow Axe	80	37	0	1	3	0
Normal	Double Axe	62	27	0	3	1	0
Normal	Gilded Axe	64	37	0	1	2	0
Magic	Snapping Royal Staff of Burning	51	0	51	1	0	2
Normal	Cutlass	55	79	0	1	2	0
Magic	Butcher Knife of Anger	0	55	79	0	0	2
Normal	Superior Trapper Mitts	0	29	29	1	2	0
Normal	Zealot Boots	38	0	38	1	0	1
Normal	Steelscale Boots	35	35	0	2	0	0
Normal	Shackled Boots	0	34	34	0	0	3
Normal	Crusader Helmet	36	0	36	2	0	1
Normal	Aventail Helmet	42	0	42	1	0	1
Magic	Infusing Sparkling Claw	0	64	44	0	2	1
Normal	Gouger	0	70	70	0	1	2
Normal	Quilted Jacket	0	60	60	0	1	2
Normal	Chainmail Doublet	34	0	34	2	0	0
Normal	Chainmail Doublet	34	0	34	0	0	2
Normal	Full Ringmail	43	0	43	1	0	1
Normal	Full Scale Armour	43	43	0	1	0	0
Normal	Sekhem	67	0	67	1	0	2
Normal	Tomahawk	81	56	0	1	1	0
Normal	Ochre Sceptre	44	0	44	2	0	1
Normal	Superior Grinning Fetish	62	0	62	1	0	2
Normal	Dusk Blade	57	57	0	1	2	0
Normal	Dusk Blade	57	57	0	0	3	0
Magic	Scholar's Ritual Sceptre	51	0	51	1	0	1
Normal	Vile Staff	59	0	59	1	0	1
Normal	Royal Staff	51	0	51	0	0	3
Normal	Jasper Chopper	100	29	0	0	0	1
Normal	Poleaxe	44	25	0	0	3	0
Normal	Vile Staff	59	0	59	2	0	0
Normal	Woodful Staff	65	0	65	3	0	1
Normal	Shadow Axe	80	37	0	1	1	0
Normal	Boot Blade	0	63	90	1	1	1
Normal	Boot Blade	0	63	90	0	0	3
Normal	Boot Blade	0	63	90	0	1	2
Magic	Combatant's Cutlass of Skill	55	79	0	2	0	0
Normal	Stiletto	0	30	30	0	1	1
Normal	Butcher Knife	0	55	79	0	1	1
Normal	Trapper Mitts	0	29	29	0	2	0
Normal	Clasped Mitts	0	25	25	1	0	1
Normal	Zealot Gloves	34	0	34	1	0	1
Normal	Serpentscale Boots	40	40	0	0	2	1
Normal	Serpentscale Boots	40	40	0	1	0	0
Normal	Ironscale Boots	19	19	0	1	1	0
Magic	Glinting Zealot Gloves of the Squall	34	0	34	1	0	3
Normal	Serpentscale Gauntlets	34	34	0	1	0	0
Normal	Shackled Boots	0	34	34	0	0	2
Normal	Tiger's Paw	0	88	61	1	1	1
Normal	Crystal Sceptre	59	0	85	1	1	0
Normal	Lead Sceptre	77	0	77	3	0	0
Magic	Icy Tiger's Paw	0	88	61	0	2	0
Normal	Superior Tiger's Paw	0	88	61	0	1	1
Normal	Hussar Brigandine	62	62	0	0	1	1
Normal	Full Scale Armour	43	43	0	1	1	1
Normal	Hussar Brigandine	62	62	0	1	0	0
Normal	Golden Mask	0	40	40	0	1	1
Normal	Callous Mask	0	51	51	0	1	2
Normal	Fencer Helm	49	49	0	0	1	0
Normal	Zealot Helmet	50	0	50	1	0	2
Normal	Soldier's Brigandine	48	48	0	1	3	0
Magic	Pixie's Latticed Ringmail	59	0	59	0	0	2
Magic	Sekhem of Anger	67	0	67	1	0	1
Normal	Reinforced Kite Shield	28	0	28	2	0	0
Normal	Battle Sword	83	70	0	0	2	0
Normal	Baselard	72	72	0	0	1	0
Normal	Baselard	72	72	0	2	1	0
Magic	Tomahawk of the Thunderhead	81	56	0	2	1	0
Normal	Superior War Axe	106	49	0	2	1	0
Normal	Shadow Axe	80	37	0	2	0	1
Normal	Highland Blade	77	77	0	1	0	0
Normal	Highland Blade	77	77	0	2	1	0
Normal	Superior Headsman Axe	99	57	0	1	1	0
Normal	Highland Blade	77	77	0	2	0	0
Normal	Double Axe	62	27	0	1	3	0
Normal	Royal Skean	0	71	102	0	1	2
Normal	Boot Blade	0	63	90	0	1	1
Normal	Golden Kris	0	51	110	0	1	1
Normal	Superior Ambush Mitts	0	35	35	0	2	1
Normal	Carnal Mitts	0	39	39	0	1	2
Normal	Ornate Ringmail	69	0	69	2	1	1
Normal	Superior Commander's Brigandine	73	73	0	3	0	0
Normal	Full Wyrmscale	68	68	0	1	0	0
Normal	Full Wyrmscale	68	68	0	0	1	0
Magic	Blessed Latticed Ringmail of Vibrance	59	0	59	0	0	3
Normal	Bone Armour	0	53	53	0	1	0
Magic	Sapphire Tiger's Paw of Stinging	0	88	61	0	1	1
Magic	Opalescent Fright Claw of Renown	0	61	61	0	1	1
Normal	Prehistoric Claw	0	69	100	0	0	3
Magic	Redwood Spiked Shield of the Prodigy	0	52	52	0	1	1
Normal	Crusader Helmet	36	0	36	1	0	2
Normal	Crimson Raiment	0	71	71	0	1	2
Normal	Burnished Spiked Shield	0	37	37	0	1	2
Normal	Commander's Brigandine	73	73	0	1	1	0
Magic	Infixed Ornate Ringmail of Dampening	69	0	69	2	0	1
Normal	Graceful Sword	78	94	0	0	2	0
Normal	Baselard	72	72	0	1	1	0
Normal	Elder Sword	81	81	0	1	0	0
Normal	Battle Sword	83	70	0	2	1	0
Normal	Laminated Kite Shield	64	0	64	3	0	0
Normal	Elder Sword	81	81	0	0	3	0
Normal	Graceful Sword	78	94	0	1	2	0
Normal	Steel Kite Shield	60	0	60	1	0	1
Normal	Woodful Staff	65	0	65	2	0	1
Magic	Headsman Axe of Slamming	99	57	0	2	0	0
Magic	Gleaming Serpentine Staff of Rage	85	0	85	2	0	1
Normal	Serpentine Staff	85	0	85	2	0	0
Normal	Serpentine Staff	85	0	85	1	0	1
Normal	Labrys	122	53	0	1	2	0
Normal	Fiend Dagger	0	58	123	1	1	1
Normal	Fiend Dagger	0	58	123	0	2	0
Normal	Golden Kris	0	51	110	0	1	0
Magic	Smoking Chain Gloves of Plunder	0	0	0	0	1	1
Normal	Superior Sparkling Claw	0	64	44	0	2	0
Normal	Full Wyrmscale	68	68	0	0	2	0
Normal	Superior Full Wyrmscale	68	68	0	1	0	0
Normal	Crimson Raiment	0	71	71	0	0	1
Magic	Rotund Battle Lamellar of the Salamander	79	79	0	1	2	1
Normal	Devout Chainmail	80	0	80	0	1	1
Normal	Polished Spiked Shield	0	64	64	0	1	1
Normal	Lacquered Garb	0	76	76	1	1	1
Normal	Soldier Boots	47	0	47	0	1	1
Magic	Carnal Boots of the Tempest	0	52	52	0	1	2
Normal	Regicide Mask	0	58	58	0	0	3
Normal	Regicide Mask	0	58	58	0	3	0
Magic	Athlete's Commander's Brigandine of Thick Skin	73	73	0	2	1	0
Normal	Crimson Raiment	0	71	71	0	0	2
Normal	War Axe	106	49	0	0	1	0
Magic	Frosted Ceremonial Axe of the Fox	134	39	0	1	0	1
Normal	Elder Sword	81	81	0	0	1	0
Normal	Engraved Greatsword	91	76	0	1	0	0
Magic	Smouldering Royal Sceptre of the Sage	86	0	86	0	1	0
Normal	Graceful Sword	78	94	0	0	2	0
Normal	Engraved Greatsword	91	76	0	1	2	0
Normal	Iron Staff	35	0	35	0	1	2
Normal	Noble Axe	113	65	0	1	1	0
Normal	Labrys	122	53	0	0	0	1
Normal	Labrys	122	53	0	1	3	0
Magic	Reaver's Abyssal Axe	128	60	0	1	2	0
Normal	Highland Blade	77	77	0	0	1	1
Normal	Abyssal Axe	128	60	0	1	2	0
Magic	Flaming Noble Axe of the Deadeye	113	65	0	3	0	0
Normal	Abyssal Axe	128	60	0	2	0	0
Magic	Highborn Staff of the Student	89	0	89	1	1	1
Normal	Labrys	122	53	0	3	0	1
Normal	Fiend Dagger	0	58	123	0	1	1
Normal	Fiend Dagger	0	58	123	0	0	1
Magic	Glaciated Gutting Knife of the Inuit	0	113	78	0	2	1
Normal	Gemstone Sword	96	96	0	1	0	0
Normal	Boot Blade	0	63	90	1	0	1
Normal	Boot Blade	0	63	90	0	1	2
Normal	Ambush Mitts	0	35	35	0	2	2
Magic	Thorny Magistrate Crown	64	0	64	1	0	1
Normal	Magistrate Crown	64	0	64	2	1	0
Normal	Legion Boots	54	0	54	3	0	0
Magic	Crusader Helmet of the Apt	24	0	24	0	0	1
Normal	Zealot Helmet	50	0	50	0	0	1
Normal	Great Crown	59	0	59	1	0	1
Magic	Rotund Fluted Bascinet of the Mongoose	64	64	0	1	0	0
Magic	Rotund Gilded Sallet of Thick Skin	38	38	0	1	1	1
Normal	Great White Claw	0	81	117	0	1	1
Normal	Bone Armour	0	53	53	0	1	1
Normal	Fluted Bascinet	64	64	0	2	1	1
Normal	Superior Loricated Ringmail	84	0	84	2	0	0
Normal	Devout Chainmail	80	0	80	0	0	3
Normal	Karui Sceptre	96	0	96	2	0	1
Magic	Karui Axe of Acclaim	132	62	0	2	0	0
Magic	War Axe of Skill	106	49	0	3	0	0
Normal	Karui Sceptre	96	0	96	2	0	0
Normal	Wraith Axe	134	59	0	3	0	0
Normal	Headsman Axe	99	57	0	2	0	0
Normal	Shadow Axe	80	37	0	0	2	0
Normal	Reaver Sword	82	119	0	1	1	0
Normal	Reaver Sword	82	119	0	1	0	0
Normal	Engraved Greatsword	91	76	0	1	0	0
Magic	Shocking Reaver Sword of Acclaim	82	119	0	1	1	0
Normal	Wraith Sword	93	93	0	1	4	1
Normal	Highland Blade	77	77	0	1	1	0
Magic	Remora's Headsman Axe of the Squall	99	57	0	0	0	1
Normal	Serpentine Staff	85	0	85	1	1	2
Magic	Scholar's Gutting Knife	0	113	78	0	1	1
Normal	Gutting Knife	0	113	78	0	0	1
Normal	Slaughter Knife	0	81	117	0	0	2
Normal	Slaughter Knife	0	81	117	0	1	0
Normal	Gutting Knife	0	113	78	0	1	0
Normal	Sleek Coat	0	65	65	0	1	2
Normal	Dragonscale Doublet	83	83	0	0	1	0
Normal	Sentinel Jacket	0	86	86	0	1	2
Normal	Crypt Armour	0	82	82	0	1	4
Magic	Throat Stabber of Euphoria	0	113	113	0	2	1
Normal	Crimson Raiment	0	71	71	0	0	1
Normal	Harlequin Mask	0	64	64	0	2	1
Normal	Carnal Boots	0	52	52	0	2	1
Magic	Shadowy Carnal Boots of Steel Skin	0	52	52	0	0	2
Normal	Ambush Boots	0	45	45	0	1	2
Normal	Great Crown	59	0	59	1	0	0
Normal	Regicide Mask	0	58	58	0	1	0
Magic	Nymph's Assassin's Boots of the Savant	0	62	62	0	1	0
Normal	Assassin's Boots	0	62	62	1	0	2
Normal	Lacquered Garb	0	76	76	0	1	1
Normal	Battle Lamellar	79	79	0	1	0	1
Magic	Barbed Loricated Ringmail of Adamantite Skin	84	0	84	1	0	2
Magic	Crackling Decorative Axe	80	23	0	0	1	1
Normal	Twilight Blade	91	91	0	0	1	1
Normal	Scarlet Round Shield	37	37	0	2	0	1
Normal	Angelic Kite Shield	70	0	70	1	0	1
Normal	Carnal Sceptre	113	0	113	0	0	2
Normal	Blood Sceptre	81	0	81	0	0	1
Normal	Karui Sceptre	96	0	96	1	1	1
Normal	Baroque Round Shield	70	70	0	2	0	0
