iLevel,STR,DEX,INT,R,G,B
66,0,0,188,0,0,1
64,0,62,62,0,2,1
64,53,0,53,0,0,3
66,173,0,0,0,1,0
66,56,56,0,1,0,0
64,0,69,100,1,1,1
64,0,58,123,0,1,1
64,101,0,0,1,0,0
64,105,60,0,1,0,0
66,0,0,160,1,0,2
64,15,0,15,0,0,1
66,64,0,64,3,1,1
64,0,58,58,0,1,0
64,81,0,81,0,1,2
64,0,158,0,2,1,0
64,0,113,78,0,0,1
64,85,0,62,2,0,2
64,119,82,0,1,1,1
65,0,161,0,0,3,0
65,114,0,0,2,0,1
65,0,81,117,0,0,1
66,138,0,0,2,0,0
66,80,0,80,1,0,0
66,0,76,76,0,2,0
64,212,0,0,1,1,0
66,0,152,0,0,2,0
66,0,144,0,0,2,1
66,0,116,0,1,0,0
66,0,0,144,0,0,1
66,79,79,0,0,1,1
66,119,82,0,1,0,1
66,0,71,102,0,1,1
64,151,43,0,1,1,1
64,0,113,78,0,2,0
64,0,64,64,1,0,2
64,91,76,0,1,0,0
66,90,0,105,1,0,1
66,113,0,113,1,1,0
64,80,96,0,1,0,0
64,79,79,0,1,2,1
64,0,179,0,0,1,0
64,0,113,78,0,2,0
64,132,62,0,2,0,1
64,0,0,160,0,0,1
64,76,0,76,0,0,1
64,0,0,110,0,0,1
65,99,0,99,0,0,2
65,0,179,0,0,3,0
65,99,0,99,1,2,1
65,0,149,0,0,1,1
65,0,131,95,1,2,0
65,124,0,0,1,0,1
65,0,0,110,0,0,1
65,151,43,0,3,1,0
65,0,185,0,0,3,0
66,132,62,0,1,0,0
66,75,0,75,0,0,1
66,0,71,71,0,1,0
65,0,176,0,0,3,0
66,72,72,0,1,0,1
66,89,0,89,1,0,2
64,79,79,0,0,2,0
64,160,0,0,1,0,1
64,0,86,86,0,1,0
66,188,0,0,1,0,0
66,212,0,0,2,0,0
67,0,113,113,0,1,2
66,96,96,0,2,0,0
68,185,0,0,1,0,0
67,173,0,0,4,0,0
68,0,161,0,0,3,0
68,212,0,0,3,0,0
66,0,134,0,0,2,0
66,48,48,0,1,2,1
66,182,0,0,2,1,0
66,170,0,0,1,0,0
67,177,0,0,1,0,0
67,128,60,0,3,0,0
66,0,76,149,0,1,1
66,64,0,64,1,0,1
66,82,0,0,1,0,0
68,25,0,35,1,0,2
68,0,45,45,0,1,1
68,0,176,0,0,2,0
68,0,160,0,0,4,0
68,0,160,0,0,1,0
68,0,86,86,0,1,2
68,89,0,89,1,0,0
68,0,0,194,0,1,0
68,0,45,45,0,4,0
68,106,89,0,2,1,0
68,0,185,0,0,2,0
68,0,0,200,0,0,1
68,185,0,0,2,0,1
68,70,70,0,1,2,0
67,96,0,96,1,0,0
67,134,39,0,1,0,0
68,0,0,212,0,0,2
68,0,134,0,1,1,0
68,0,0,245,0,0,2
67,76,0,0,1,2,1
67,106,89,0,2,0,0
69,0,0,94,0,1,0
69,57,57,0,0,1,0
69,151,43,0,0,1,1
68,113,65,0,2,1,0
68,83,83,0,0,2,0
68,0,52,52,0,1,1
68,0,74,74,1,0,0
67,76,0,0,1,0,0
69,0,73,88,0,0,2
69,0,0,160,0,0,1
67,48,48,0,1,2,0
67,0,0,54,0,0,3
68,93,93,0,1,0,0
68,45,45,0,2,2,0
68,0,114,0,0,3,1
67,212,0,0,3,0,0
68,113,0,113,2,0,0
68,0,81,117,1,0,1
67,0,160,0,0,4,0
67,0,43,43,0,0,1
62,0,64,64,0,1,0
62,83,83,0,0,3,1
62,80,0,80,0,0,1
62,82,119,0,1,2,0
62,170,0,0,1,0,0
62,79,79,0,3,0,0
62,117,0,0,2,0,0
63,0,185,0,0,1,0
63,64,0,64,1,0,1
62,0,45,45,0,1,0
63,128,60,0,1,0,0
63,76,0,76,1,0,0
63,59,0,59,2,0,0
62,0,81,117,1,0,2
63,151,43,0,3,0,0
62,0,69,100,1,1,1
63,134,0,0,2,0,0
62,0,113,113,0,1,0
63,84,0,84,1,0,0
64,182,0,0,1,0,0
64,151,43,0,1,1,0
62,86,0,86,1,0,0
63,69,0,69,1,0,0
63,0,0,119,0,0,1
63,0,158,0,0,1,0
63,62,0,62,2,0,1
63,143,0,0,2,0,0
64,74,74,0,0,1,0
63,160,0,0,1,0,0
63,0,81,117,0,0,1
63,185,0,0,2,0,0
63,81,117,0,1,2,0
63,0,160,0,1,3,0
63,76,0,76,2,0,1
63,75,0,75,1,0,3
63,0,52,52,0,1,0
63,60,0,0,0,1,0
63,152,0,0,1,0,0
63,0,144,0,0,1,0
62,0,0,59,0,0,3
62,0,0,94,0,0,3
63,179,0,0,1,0,0
62,134,39,0,1,2,0
62,0,113,78,0,1,0
63,0,81,117,0,1,0
64,82,0,0,2,0,0
64,54,0,54,2,0,1
64,82,119,0,0,2,0
63,0,105,73,0,0,1
64,0,0,188,0,0,2
63,40,0,40,0,0,2
64,0,152,0,0,0,1
64,0,52,52,0,0,1
63,0,170,0,1,2,1
62,59,0,59,0,0,1
63,179,0,0,1,0,0
62,0,58,58,0,1,0
63,0,78,0,0,1,0
62,76,0,76,2,0,1
62,54,0,54,2,0,1
62,47,0,47,0,1,1
62,0,179,0,0,1,0
62,99,0,0,3,0,0
62,144,0,0,3,0,0
62,81,117,0,0,2,0
62,0,60,0,0,2,0
62,0,0,188,0,1,1
64,0,114,0,0,1,0
64,46,0,46,1,0,2
64,173,0,0,2,0,0
62,132,62,0,0,1,0
62,122,53,0,0,1,0
62,173,0,0,1,0,0
62,0,58,123,0,0,2
62,69,0,69,0,0,1
62,0,52,52,0,2,0
62,0,71,102,0,1,2
62,0,185,0,1,2,0
62,0,179,0,0,3,0
63,0,40,40,0,2,1
63,83,83,0,0,2,0
63,0,161,0,0,1,0
62,188,0,0,3,0,0
63,82,0,0,0,1,0
63,212,0,0,3,0,0
63,96,0,96,1,0,1
63,57,57,0,1,1,0
63,0,82,82,0,1,0
63,0,136,0,0,1,2
63,0,0,160,0,0,3
62,96,0,96,1,1,0
63,0,58,58,0,1,0
63,0,74,74,0,1,2
62,81,117,0,1,0,0
63,0,79,0,0,2,0
63,0,149,0,0,2,0
62,0,72,72,0,1,0
63,173,0,0,1,0,0
63,0,161,0,0,3,0
63,80,0,80,1,0,1
62,0,86,86,0,1,0
63,0,78,0,0,0,1
62,59,0,59,1,0,1
62,99,0,99,1,0,0
62,0,81,117,1,0,1
59,99,0,99,0,0,3
59,164,0,0,1,0,1
59,188,0,0,1,0,0
59,70,70,0,1,1,0
59,143,0,0,1,1,0
59,188,0,0,3,0,1
59,77,0,0,2,0,1
59,0,185,0,0,2,0
59,119,82,0,1,0,0
59,72,72,0,1,0,0
59,51,0,51,0,0,1
59,70,70,0,1,1,0
59,124,0,0,3,0,0
59,144,0,0,1,0,0
59,160,0,0,3,0,0
59,43,43,0,0,3,0
59,83,83,0,0,1,0
59,69,0,69,2,0,0
59,57,57,0,0,1,0
59,0,152,0,0,1,0
59,152,0,0,1,0,0
59,134,0,0,3,0,0
59,70,0,70,2,0,0
59,114,0,0,3,1,0
59,144,0,0,3,0,0
59,160,0,0,2,0,0
59,0,160,0,0,3,1
59,84,0,84,1,0,2
59,84,0,84,0,0,1
59,0,86,86,0,1,0
59,0,0,92,1,1,1
59,0,51,51,2,0,1
59,0,66,0,0,3,0
59,0,66,0,0,2,2
59,47,0,47,2,0,0
59,0,71,71,0,2,2
59,85,0,0,3,0,0
59,47,0,47,0,0,2
59,0,0,79,0,1,0
59,0,176,0,0,2,0
59,81,117,0,1,0,0
59,0,45,45,0,1,2
59,0,39,39,0,3,0
59,58,0,0,2,0,0
59,58,0,0,1,1,1
59,50,0,50,1,0,1
59,0,0,112,0,0,2
59,0,105,73,0,1,0
59,0,69,100,0,1,0
59,0,86,86,0,1,0
59,0,0,146,0,0,3
59,0,0,158,0,0,2
59,0,0,188,0,0,1
59,0,0,158,0,1,2
59,0,0,158,0,0,3
59,0,152,0,1,0,0
59,0,161,0,0,1,0
59,0,185,0,0,3,0
59,89,0,89,1,0,1
59,99,0,99,0,0,2
59,128,60,0,2,1,0
59,151,43,0,1,0,0
59,99,0,99,3,0,2
59,94,0,94,1,0,0
59,65,0,65,1,0,2
59,0,161,0,0,1,0
59,0,161,0,0,1,1
59,151,43,0,4,0,0
59,82,119,0,1,0,0
59,188,0,0,1,0,0
59,188,0,0,1,0,0
59,160,0,0,1,0,0
59,160,0,0,0,1,0
59,123,0,0,1,0,0
59,188,0,0,1,1,0
59,173,0,0,3,1,0
59,106,89,0,1,0,1
59,59,0,85,1,0,2
59,86,0,86,1,0,0
59,96,0,96,3,0,0
59,76,0,76,0,0,1
59,0,144,0,0,0,1
59,0,0,99,0,0,1
59,79,79,0,0,1,0
59,75,0,75,3,0,0
59,101,0,0,3,0,0
59,64,0,64,1,0,0
59,0,97,0,0,3,0
59,48,48,0,1,0,1
59,0,64,64,1,0,0
59,114,0,0,2,0,1
59,80,0,80,1,0,3
59,83,83,0,1,1,1
59,0,0,152,0,1,4
59,0,99,0,0,2,0
59,0,64,64,0,0,1
59,56,56,0,2,1,0
59,56,56,0,1,0,0
59,67,0,0,1,0,0
59,0,0,122,0,0,2
59,0,71,71,0,0,1
59,83,83,0,1,1,0
59,73,73,0,0,1,0
59,0,94,94,0,0,1
59,0,0,128,1,0,2
59,85,0,0,1,0,0
59,64,64,0,1,0,0
59,82,0,0,2,0,0
59,54,0,54,0,0,1
59,76,0,0,1,0,0
59,0,66,0,0,3,1
59,0,78,0,0,0,1
59,38,38,0,1,0,0
59,0,58,123,0,1,1
59,0,81,117,0,3,0
59,0,167,0,0,1,0
59,0,0,146,0,0,3
59,0,0,146,0,0,2
59,0,0,179,0,0,3
59,0,0,200,0,0,1
59,0,0,179,0,1,0
59,0,0,179,1,0,0
59,0,0,179,0,0,1
59,0,0,188,1,0,2
59,0,0,188,0,0,2
59,0,0,188,1,0,2
59,0,0,188,0,0,1
59,0,0,188,1,0,2
56,0,0,158,0,0,3
56,0,0,179,0,0,2
56,0,0,179,0,0,1
56,0,0,158,0,1,2
56,0,0,200,0,1,1
56,0,0,179,0,0,2
56,0,95,0,0,4,0
56,0,170,0,0,1,1
56,100,29,0,2,0,0
56,96,0,96,1,0,2
56,70,70,0,1,0,1
56,114,0,0,4,0,0
56,96,0,96,1,1,0
56,161,0,0,2,0,0
56,57,57,0,0,1,0
56,78,0,78,0,1,1
56,0,152,0,1,1,0
56,106,49,0,0,1,1
56,134,39,0,2,1,0
56,91,91,0,2,0,0
56,170,0,0,2,0,0
56,0,179,0,0,3,0
56,0,124,0,0,4,0
56,0,134,0,1,0,0
56,0,0,144,1,0,3
56,57,57,0,1,0,0
56,69,0,69,2,0,1
56,0,82,82,0,1,2
56,85,0,0,2,1,0
56,85,0,0,2,1,1
56,101,0,0,1,0,0
56,114,0,0,2,0,0
56,0,0,101,0,1,0
56,75,0,0,2,0,0
56,0,70,70,0,1,2
56,0,52,52,0,1,0
56,0,130,0,1,0,0
56,0,60,60,0,1,1
56,0,65,65,0,1,1
56,0,130,0,0,2,0
56,0,105,73,0,1,0
56,59,0,59,3,2,1
56,68,68,0,2,0,0
56,0,0,144,1,0,1
56,53,53,0,3,0,0
56,0,105,73,0,1,0
56,0,105,73,0,1,0
56,0,0,144,0,0,1
56,0,152,0,0,2,0
56,50,0,50,2,0,0
56,0,51,51,1,1,2
56,0,62,0,0,4,0
56,0,97,0,0,3,0
56,0,0,69,1,1,2
56,0,39,39,1,1,1
56,40,0,40,0,0,2
56,0,78,0,1,2,0
56,0,52,52,1,0,1
56,0,52,52,0,3,0
56,0,167,0,0,1,0
56,0,63,90,0,1,2
56,0,113,78,0,1,1
56,0,71,102,0,1,0
56,55,79,0,1,0,0
56,96,96,0,0,1,0
56,179,0,0,1,0,0
54,0,143,0,1,2,0
54,0,161,0,0,2,1
54,85,0,85,1,1,2
54,97,45,0,1,0,0
54,77,77,0,0,1,0
54,80,96,0,1,1,1
54,93,93,0,1,2,0
54,77,77,0,1,0,0
54,113,65,0,1,0,0
54,0,170,0,0,2,0
54,0,152,0,0,1,0
54,155,0,0,3,0,0
54,114,0,0,3,0,0
54,72,72,0,3,0,0
54,134,0,0,2,0,0
54,0,124,0,0,1,1
54,0,144,0,0,0,1
54,144,0,0,2,1,0
54,52,0,52,1,0,0
54,91,91,0,0,1,0
54,123,0,0,2,0,0
54,164,0,0,1,0,0
54,134,39,0,1,0,1
54,161,0,0,1,1,0
54,91,0,0,3,0,0
54,144,0,0,1,0,0
54,68,68,0,2,2,0
54,68,68,0,1,1,0
54,59,0,59,2,0,0
54,0,60,60,0,1,0
54,0,130,0,0,1,0
54,0,94,0,0,1,1
54,0,105,73,0,1,0
54,0,80,80,0,1,0
54,0,0,110,1,0,0
54,0,19,19,0,1,0
54,101,0,0,2,0,0
54,0,99,0,0,1,0
54,67,0,0,1,0,0
54,0,58,58,0,0,4
54,0,58,58,1,1,2
54,59,0,59,2,0,0
54,0,0,112,0,0,1
54,0,70,0,0,1,1
54,38,0,38,1,0,0
54,47,0,47,1,0,1
54,0,40,40,0,2,0
54,0,45,45,0,2,1
54,0,167,0,0,1,0
54,0,16,0,1,1,0
54,0,39,39,1,0,1
54,0,39,39,0,1,0
54,40,0,40,1,1,2
54,0,51,110,0,0,2
54,0,51,110,0,0,3
54,0,71,102,0,1,1
54,0,58,123,0,1,2
54,0,71,102,0,0,2
54,0,0,116,0,0,1
54,0,0,200,0,0,1
54,0,0,200,0,0,3
54,0,0,158,0,1,2
47,0,143,0,0,1,0
47,35,0,35,3,0,1
47,69,58,0,1,1,0
47,105,0,0,2,0,0
47,81,81,0,1,0,0
47,69,58,0,2,1,0
47,78,0,78,0,1,0
47,0,152,0,0,2,0
47,0,143,0,0,3,0
47,80,23,0,2,1,0
47,86,40,0,1,2,0
47,112,32,0,1,1,0
47,112,32,0,3,0,0
47,134,0,0,1,0,0
47,143,0,0,1,0,1
47,44,0,44,1,0,1
47,77,0,77,0,0,1
47,46,0,46,0,0,1
47,0,124,0,1,2,0
47,62,62,0,1,1,0
47,68,68,0,1,2,1
47,0,0,91,0,1,0
47,0,91,0,0,0,1
47,77,0,77,1,1,1
47,59,0,85,0,0,1
47,143,0,0,2,0,1
47,152,0,0,1,0,0
47,77,0,77,2,0,0
47,77,0,77,1,0,1
47,0,124,0,0,1,1
47,57,57,0,1,3,0
47,43,0,43,1,0,1
47,43,0,43,3,0,0
47,0,60,60,1,1,1
47,0,46,0,0,2,0
47,0,40,40,0,0,1
47,0,149,0,0,1,0
47,55,79,0,1,0,0
47,0,55,79,0,1,2
47,0,63,90,0,1,2
47,0,149,0,0,2,0
47,0,140,0,0,2,0
47,0,35,35,0,0,1
47,68,0,0,3,0,0
47,82,0,0,2,0,0
47,0,70,0,0,1,0
47,0,0,100,0,0,1
47,0,65,65,0,0,1
47,59,0,59,1,0,1
47,64,0,64,3,0,0
47,85,0,0,2,0,0
47,85,0,0,2,0,1
47,0,27,0,0,2,0
47,0,112,0,0,1,1
47,0,53,77,0,1,1
47,0,0,131,0,0,2
47,0,0,65,0,0,1
47,0,0,131,0,0,2
47,0,0,131,0,1,0
47,0,0,146,0,1,0
47,0,0,146,1,0,1
47,0,0,146,0,0,1
40,51,0,51,2,0,1
40,59,0,59,1,0,0
40,45,54,0,0,3,0
40,69,58,0,1,0,0
40,119,0,0,1,0,0
40,131,0,0,3,1,0
40,107,0,0,1,0,0
40,57,57,0,1,0,0
40,65,0,65,1,0,0
40,51,0,51,0,0,3
40,131,0,0,2,0,0
40,96,0,0,1,0,0
40,52,0,62,0,1,1
40,20,0,20,1,1,0
40,104,0,0,2,0,1
40,0,0,73,0,0,1
40,44,44,0,1,2,0
40,67,0,67,1,0,2
40,41,35,0,1,1,0
40,87,0,0,2,0,0
40,86,40,0,1,0,0
40,67,0,67,0,1,0
40,0,0,0,0,0,1
40,91,0,0,1,0,0
40,0,0,91,0,2,1
40,0,0,91,0,0,3
40,48,48,0,0,1,1
40,59,0,59,3,0,0
40,42,0,42,1,1,1
40,0,0,69,0,1,2
40,38,0,38,0,0,3
40,42,0,42,1,2,0
40,0,0,91,0,1,1
40,53,53,0,0,1,1
40,0,48,48,0,1,1
40,0,0,82,0,0,1
40,0,44,44,0,0,1
40,0,29,29,0,2,0
40,0,29,29,0,1,2
40,0,44,44,0,2,1
40,0,44,44,0,0,1
40,0,37,37,0,1,2
40,0,52,52,0,0,1
40,0,60,60,0,0,1
40,57,57,0,2,1,0
40,0,0,104,0,0,1
40,0,53,77,0,0,1
40,0,70,70,0,0,1
40,0,94,0,0,2,0
40,38,38,0,0,1,0
40,0,101,0,0,1,0
40,116,0,0,1,0,0
40,125,0,0,2,0,0
40,0,122,0,0,3,0
36,0,41,0,0,3,0
36,0,95,0,0,1,1
36,57,57,0,1,0,0
36,119,0,0,1,0,0
36,119,0,0,2,0,2
36,107,0,0,2,1,0
36,57,57,0,0,1,0
36,59,0,59,1,0,2
36,51,0,51,1,0,2
36,0,83,0,0,1,0
36,119,0,0,2,0,0
36,86,40,0,0,2,0
36,62,0,62,0,1,1
36,0,116,0,0,2,0
36,0,73,0,0,3,1
36,0,81,0,0,2,0
36,91,0,0,1,0,0
36,44,44,0,1,1,0
36,0,26,0,0,1,0
36,107,0,0,2,0,0
36,33,0,0,2,0,1
36,86,40,0,2,0,0
36,51,0,51,1,0,0
36,0,116,0,0,3,1
36,28,0,28,0,0,1
36,99,0,0,1,0,0
36,0,81,0,0,3,0
36,0,99,0,1,0,0
36,48,48,0,0,1,0
36,53,0,53,0,0,2
36,53,0,53,1,0,0
36,0,0,15,0,0,1
36,42,42,0,1,0,0
36,42,42,0,0,3,0
36,0,48,48,0,2,2
36,53,0,53,0,0,2
36,48,48,0,0,1,0
36,34,34,0,1,2,0
36,58,0,0,3,0,0
36,42,42,0,1,0,0
36,42,42,0,0,1,0
36,75,0,0,4,0,0
36,0,53,53,0,3,2
36,53,0,53,0,0,1
36,53,53,0,1,2,0
36,43,43,0,1,1,0
36,0,64,44,0,0,1
36,0,64,44,0,2,0
36,0,61,61,1,1,0
36,0,61,61,0,2,1
36,38,38,0,1,1,1
36,42,42,0,2,1,0
36,0,0,59,1,1,0
36,0,101,0,1,2,0
36,52,0,0,1,0,0
36,0,25,25,0,1,1
36,0,29,29,0,1,1
36,0,101,0,0,2,0
36,0,0,65,0,0,3
36,0,0,119,0,0,1
36,0,0,116,0,0,3
36,0,0,116,0,0,3
36,0,0,83,1,0,0
36,0,0,119,0,1,1
36,0,0,116,0,0,1
26,0,41,0,0,1,0
26,0,83,0,0,2,0
26,0,83,0,1,2,0
26,20,0,20,1,0,2
26,43,0,43,1,0,0
26,44,25,0,1,0,0
26,33,33,0,0,2,1
26,44,25,0,1,1,0
26,35,0,35,0,0,1
26,0,83,0,0,2,0
26,0,83,0,0,2,0
26,33,33,0,0,1,0
26,20,0,0,2,0,1
26,41,35,0,1,0,0
26,44,44,0,2,0,1
26,38,0,38,1,0,1
26,71,0,0,1,0,0
26,30,30,0,1,0,0
26,54,25,0,1,1,0
26,45,38,0,1,1,0
26,48,0,0,1,2,0
26,54,25,0,1,1,0
26,41,35,0,0,3,0
26,44,44,0,1,1,0
26,83,0,0,1,1,0
26,63,0,0,3,0,0
26,0,0,73,0,1,1
26,0,30,30,0,1,1
26,58,0,0,0,1,0
26,44,0,0,2,0,1
26,0,33,0,0,1,0
26,0,0,0,0,1,0
26,0,42,0,0,0,1
26,0,46,0,0,2,1
26,0,39,56,0,1,1
26,0,35,35,0,1,2
26,28,28,0,2,1,0
26,34,34,0,1,1,1
26,0,25,25,0,0,1
26,0,41,41,0,1,0
26,0,35,35,0,0,2
26,0,39,56,0,3,0
26,0,0,60,0,0,1
26,58,0,0,1,0,0
26,0,21,21,0,0,1
26,0,0,0,1,1,1
26,0,14,14,0,0,2
26,0,0,42,0,0,2
26,0,0,58,0,0,1
26,0,42,0,0,2,0
26,0,77,0,1,0,0
26,0,89,0,0,2,0
26,0,89,0,0,2,1
26,0,0,0,0,0,1
26,0,0,0,0,0,2
26,0,89,0,0,1,0
26,0,0,0,0,1,2
26,0,28,60,0,0,1
26,0,0,29,0,0,3
26,0,0,65,1,1,1
26,0,0,83,1,0,2
26,0,0,83,0,0,3
26,0,0,65,1,0,0
26,0,0,29,1,0,0
26,0,0,65,0,1,2
26,0,0,83,0,0,2
26,0,0,83,0,0,3
15,0,41,0,1,1,0
15,20,0,20,1,0,1
15,17,0,0,0,1,1
15,0,0,0,1,0,0
15,33,0,0,1,0,0
15,20,0,0,1,1,0
15,17,0,0,1,0,0
15,20,0,20,0,0,1
15,20,0,20,1,1,0
15,30,30,0,1,1,0
15,30,30,0,0,1,0
15,30,30,0,1,0,0
15,25,0,35,1,0,1
15,0,0,0,0,1,0
15,0,0,0,1,0,0
15,0,0,0,1,1,1
15,0,0,37,1,0,0
15,0,17,17,0,2,1
15,0,0,28,2,0,1
15,0,17,17,0,1,1
15,16,16,0,0,1,0
15,0,0,0,0,0,1
15,0,0,0,1,0,1
15,0,0,0,1,1,1
15,0,14,0,2,0,0
15,16,0,16,2,0,1
15,0,0,42,0,0,1
15,0,0,42,1,0,0
15,0,0,0,1,0,0
15,0,0,15,0,0,2
15,0,26,0,0,2,0
15,0,0,20,0,0,3
15,0,0,20,1,0,2
15,0,0,0,1,0,0
15,0,0,0,0,1,2
15,0,0,0,0,0,1
15,15,0,15,1,0,0
15,0,0,0,0,1,0
15,0,0,0,1,1,0
15,0,0,0,0,3,0
15,16,0,16,0,1,2
15,21,0,0,1,0,0
15,21,0,0,2,1,0
15,16,0,16,1,1,1
15,0,0,0,0,1,1
15,0,0,0,0,0,1
15,0,30,30,0,2,1
15,0,0,0,0,1,0
15,0,0,21,1,0,1
15,16,0,16,1,0,1
15,0,0,0,1,0,1
15,0,0,0,0,0,2
15,0,0,21,2,1,0
15,0,0,0,1,0,0
15,0,0,29,1,0,2
64,119,82,0,0,1,0
64,48,48,0,1,1,1
64,0,179,0,0,2,2
64,48,48,0,0,2,0
64,0,170,0,0,3,0
64,119,82,0,2,0,0
73,148,0,0,2,0,0
73,0,183,0,0,1,1
72,83,83,0,1,2,0
73,56,56,0,2,0,0
73,158,76,0,2,0,0
73,179,0,0,1,0,1
73,0,88,122,1,1,1
72,0,152,0,0,1,0
73,0,63,90,1,0,2
73,0,0,141,0,0,2
73,45,45,0,1,0,0
73,107,0,0,2,0,1
73,0,185,0,1,1,0
73,0,0,188,0,0,2
73,113,0,113,1,0,2
73,109,0,94,0,0,1
72,0,79,72,0,1,2
72,0,185,0,0,1,0
73,99,0,99,1,0,1
73,161,0,0,2,0,0
73,134,39,0,1,0,0
72,140,86,0,1,0,0
72,139,0,0,1,0,0
72,95,0,131,1,0,2
72,48,48,0,1,0,0
72,0,152,0,2,2,0
72,64,64,0,1,0,0
74,56,56,0,3,0,0
74,64,0,64,2,0,1
72,0,0,119,1,0,0
72,72,72,0,1,1,0
72,0,65,65,0,1,0
74,79,79,0,1,2,0
74,86,0,86,3,0,0
73,0,0,79,0,0,1
73,64,0,64,3,0,0
73,104,122,0,2,1,0
73,82,0,0,2,1,0
72,0,0,152,0,0,1
72,0,121,0,0,3,0
73,113,0,113,0,0,2
73,64,64,0,1,0,0
72,0,114,0,0,1,0
72,0,65,65,0,1,0
73,0,0,122,1,0,2
72,45,45,0,0,2,1
72,64,64,0,1,1,0
72,0,134,0,0,2,0
72,91,76,0,3,0,0
72,0,87,0,0,1,0
72,0,130,0,0,1,0
72,0,39,39,0,1,2
74,0,120,0,0,1,1
74,0,185,0,0,1,0
74,80,0,80,1,0,1
74,0,138,0,1,3,0
74,99,57,0,2,1,0
72,0,158,0,0,3,0
74,173,0,0,1,0,0
72,0,0,124,0,0,3
72,0,88,122,0,1,1
74,85,62,0,0,1,0
74,38,38,0,1,1,0
72,67,0,67,0,2,0
72,91,76,0,0,1,0
74,132,62,0,1,1,1
74,0,0,144,0,0,4
72,120,0,0,1,0,1
72,72,72,0,1,2,0
72,80,0,80,2,0,1
72,89,0,89,1,0,0
72,106,89,0,0,2,0
72,0,94,94,0,1,1
72,0,81,117,0,1,0
72,0,134,0,0,1,2
73,212,0,0,1,0,0
74,96,96,0,2,0,0
72,182,0,0,2,0,1
74,44,0,44,2,0,2
74,73,73,0,1,0,0
73,94,0,94,0,0,2
73,64,64,0,1,0,0
73,0,212,0,0,1,0
73,0,37,37,0,1,0
72,64,0,64,1,0,2
73,96,96,0,0,2,0
72,82,119,0,1,2,1
73,160,0,0,1,0,0
73,0,81,117,0,1,1
73,0,0,188,0,0,2
72,0,185,0,0,3,0
72,81,81,0,0,1,1
72,82,119,0,1,1,0
73,0,114,0,0,1,0
72,93,93,0,2,0,1
72,82,119,0,2,1,0
72,99,0,99,3,0,0
72,0,114,0,0,1,0
72,0,0,152,0,0,1
74,0,94,94,0,0,2
74,103,103,0,1,2,1
74,80,0,80,2,1,0
74,0,179,0,0,1,0
72,91,76,0,1,3,0
72,0,0,68,0,1,2
72,74,74,0,1,1,0
72,85,37,0,1,0,0
72,64,64,0,2,1,0
74,93,93,0,3,1,0
74,0,0,180,0,0,5
74,0,0,144,1,0,0
74,0,113,78,0,1,2
72,62,62,0,0,1,0
74,16,0,16,1,0,1
72,0,0,134,0,1,2
74,106,89,0,0,1,0
74,182,0,0,1,0,0
74,0,0,144,0,0,3
72,0,35,35,0,1,1
73,83,0,99,1,1,1
73,96,96,0,0,1,0
72,0,183,0,0,1,0
72,70,0,70,1,0,0
72,76,0,76,2,0,1
72,96,96,0,0,0,1
74,82,119,0,1,2,1
74,0,62,0,0,1,0
74,91,76,0,2,0,1
73,0,212,0,0,1,1
73,179,0,0,3,0,0
73,56,56,0,1,0,1
73,60,0,60,1,0,0
73,139,0,0,1,0,1
73,69,0,69,1,0,0
73,0,0,128,0,0,3
73,0,122,0,0,1,0
73,0,124,0,1,2,0
73,74,74,0,1,0,0
73,0,0,158,0,0,2
73,144,0,0,2,0,1
73,0,0,200,0,1,1
73,0,107,90,0,3,0
73,82,119,0,2,1,0
73,85,0,0,3,1,0
73,0,45,45,0,1,0
73,96,0,96,0,0,3
73,99,0,0,3,0,0
73,114,0,0,1,0,0
73,106,89,0,0,2,0
73,0,0,200,0,0,1
73,0,81,117,0,1,0
72,0,62,0,0,2,0
72,62,0,62,1,0,1
72,69,58,0,0,1,0
72,188,0,0,0,0,1
72,0,161,0,0,2,0
72,0,76,149,1,0,1
72,84,0,84,2,0,0
72,0,69,100,0,0,1
72,0,86,86,0,3,2
72,68,0,0,2,0,0
72,59,0,59,3,0,0
72,164,0,0,2,0,0
72,0,88,122,0,2,2
72,0,170,0,0,1,1
72,151,43,0,1,1,0
73,99,0,99,3,1,1
73,191,0,0,2,0,0
72,0,0,42,0,0,1
72,0,212,0,1,1,0
73,0,0,128,0,0,1
72,0,86,86,0,1,1
72,70,0,70,1,0,1
72,104,0,0,2,1,0
72,161,0,0,2,0,0
72,0,0,112,0,0,3
73,170,0,0,2,0,0
73,0,0,154,0,1,2
72,160,0,0,1,0,0
73,0,212,0,0,2,1
72,0,160,0,1,1,0
72,99,0,115,1,0,0
73,185,0,0,3,0,0
72,85,85,0,0,1,0
72,64,0,64,1,0,2
72,0,160,0,0,2,1
72,152,0,0,1,0,0
72,173,0,0,1,0,0
72,158,76,0,2,1,0
72,212,0,0,1,0,0
72,0,212,0,0,2,0
72,149,76,0,1,0,0
72,167,57,0,3,0,0
72,0,212,0,0,1,0
73,109,0,94,3,0,1
73,0,87,0,1,0,0
73,159,0,0,1,0,0
73,89,0,89,0,1,0
73,0,113,113,0,1,2
73,0,0,138,1,0,2
72,48,48,0,2,1,0
73,0,81,117,0,1,0
73,0,212,0,0,3,0
73,0,0,160,0,0,1
73,188,0,0,2,0,0
73,212,0,0,2,0,0
